Frame,Contour ID 1,Contour ID 2,X,Y
2,16071,16051,111,18
2,16074,5622,119,199
2,16074,16073,119,199
2,1410,15943,99,70
2,1410,15944,99,70
2,16076,10961,122,220
2,16076,11265,122,220
2,16076,16075,122,220
2,16078,16563,189,145
2,16078,16077,189,145
2,1420,15159,46,62
2,1421,14002,39,25
2,1421,14006,39,25
2,1423,14468,86,17
2,1423,14471,86,17
2,16084,17046,165,52
2,16084,16083,165,52
2,16092,8872,184,145
2,16092,16091,184,145
2,1441,14109,97,137
2,1441,14113,97,137
2,1441,14104,97,137
2,1441,14106,97,137
2,1441,14109,97,137
2,16105,5302,203,131
2,16105,16104,203,131
2,16108,8940,106,213
2,16108,16107,106,213
2,16108,14324,106,213
2,16108,14330,106,213
2,16116,5372,192,134
2,16116,16115,192,134
2,16116,15621,191,135
2,16116,15624,191,135
2,1456,15545,88,29
2,1456,15549,88,29
2,1456,15559,88,27
2,1457,16068,137,166
2,1457,15913,136,166
2,1457,15914,136,166
2,1459,16052,109,16
2,1459,16053,109,16
2,16119,9898,101,106
2,16119,16118,101,106
2,16126,16125,157,2
2,16126,16602,157,2
2,16128,10294,75,181
2,16128,16127,75,181
2,16130,10276,100,193
2,16130,16129,100,193
2,16133,16132,56,93
2,16133,16304,56,93
2,16133,15905,57,96
2,16138,11327,82,39
2,16138,16137,82,39
2,16138,13890,81,36
2,16138,13894,81,36
2,16143,5528,112,193
2,16143,16142,112,193
2,16148,6882,112,163
2,16148,16147,112,163
2,16148,14855,112,164
2,16148,14858,112,164
2,1487,5001,90,29
2,1487,15549,90,29
2,1487,15552,90,29
2,16151,6780,129,212
2,16151,16150,129,212
2,16154,16153,41,1
2,16154,16455,41,1
2,16156,11129,78,156
2,16156,16155,78,156
2,16161,5896,96,18
2,16161,16160,96,18
2,16161,14638,97,18
2,16161,14641,97,18
2,16166,5369,172,136
2,16166,16165,172,136
2,16166,16087,173,138
2,16166,16088,173,138
2,16168,10638,129,219
2,16168,16167,129,219
2,16168,14741,127,217
2,16168,14746,127,217
2,16170,10062,117,187
2,16170,16169,117,187
2,16170,15077,116,183
2,16170,15084,116,183
2,16179,10365,126,85
2,16179,16178,126,85
2,1506,14135,99,162
2,1506,14140,99,162
2,1506,15815,97,158
2,16183,9829,188,103
2,16183,16182,188,103
2,16187,11277,189,16
2,16187,16186,189,16
2,16187,16330,187,15
2,16187,16331,187,15
2,16193,5524,183,155
2,16193,16192,183,155
2,16193,16086,173,149
2,16193,16087,173,149
2,16195,9876,85,175
2,16195,16194,85,175
2,16195,15005,82,178
2,16198,9931,166,167
2,16198,16197,166,167
2,16198,16595,164,166
2,16198,16594,164,166
2,16201,2914,84,65
2,16201,16200,84,65
2,16201,2687,84,65
2,16201,16199,84,65
2,16201,16200,84,65
2,16204,5132,98,137
2,16204,5458,98,137
2,16204,16203,98,137
2,2139,14514,42,24
2,2139,14508,43,24
2,2139,14510,43,24
2,16207,11111,33,15
2,16207,16206,33,15
2,16209,10201,95,28
2,16209,16208,95,28
2,16209,15557,90,28
2,16209,15559,90,28
2,16211,16210,55,35
2,16211,16542,55,35
2,2155,15871,144,107
2,2155,15872,144,107
2,16215,17322,63,112
2,16215,16214,63,112
2,16218,16607,180,107
2,16218,16217,180,107
2,16218,15887,169,107
2,16218,15888,169,107
2,16221,5494,117,203
2,16221,16220,117,203
2,2362,13858,99,33
2,2362,13862,99,33
2,16223,5835,110,165
2,16223,16222,110,165
2,16223,15795,107,160
2,16231,17349,203,113
2,16231,16230,203,113
2,16231,16225,204,114
2,16231,16226,204,114
2,16235,17454,116,28
2,16235,16234,116,28
2,16235,15855,112,28
2,16235,15856,112,28
2,16242,8902,214,189
2,16242,16241,214,189
2,16249,10520,189,90
2,16249,16248,189,90
2,16251,10874,49,75
2,16251,16250,49,75
2,16254,10064,152,220
2,16254,10420,152,220
2,16254,16253,152,220
2,16256,10928,153,202
2,16256,16255,153,202
2,16256,15836,151,201
2,16256,15837,151,201
2,16268,6822,205,128
2,16268,16267,205,128
2,16268,16098,206,129
2,16268,16099,206,129
2,16273,4990,66,108
2,16273,16272,66,108
2,16273,14705,66,108
2,16273,14708,66,108
2,16275,7035,80,123
2,16275,16274,80,123
2,16275,14302,79,123
2,16278,16640,130,143
2,16278,16277,130,143
2,16278,14952,125,141
2,16278,14958,125,141
2,16282,5467,131,17
2,16282,16281,131,17
2,16286,17397,90,67
2,16286,16285,90,67
2,16286,15983,87,73
2,16286,15984,87,73
2,16289,5641,203,129
2,16289,16288,203,129
2,16289,16109,202,130
2,16289,16110,202,130
2,16293,17480,50,12
2,16293,16292,50,12
2,16293,16019,44,8
2,16293,16020,44,8
2,2449,14126,104,152
2,2449,14131,104,152
2,16296,3044,204,131
2,16296,4937,204,131
2,16296,16295,204,131
2,16296,16101,204,131
2,16296,16102,204,131
2,16301,5774,116,189
2,16301,16300,116,189
2,16303,10875,79,73
2,16303,16302,79,73
2,16306,9982,52,90
2,16306,16305,52,90
2,16310,16309,187,137
2,16310,16540,187,137
2,16310,15626,188,134
2,16310,15628,188,134
2,16313,10840,60,194
2,16313,16312,60,194
2,16316,10539,197,58
2,16316,16315,197,58
2,16322,3017,161,222
2,16322,16321,161,222
2,16324,5481,172,170
2,16324,9160,172,170
2,16324,16323,172,170
2,16327,10185,70,69
2,16327,16326,70,69
2,16333,4898,176,18
2,16333,16332,176,18
2,16333,16577,174,17
2,16333,16578,174,17
2,16335,16908,90,79
2,16335,16334,90,79
2,16335,15945,90,79
2,16335,15946,90,79
2,16339,16447,160,155
2,16339,16338,160,155
2,16339,16064,155,159
2,16339,16065,155,159
2,2506,15554,90,28
2,2506,15557,90,28
2,16341,10833,166,214
2,16341,16340,166,214
2,2514,16158,92,19
2,2514,16159,92,19
2,2514,14465,87,16
2,2514,14468,87,16
2,16345,17417,131,209
2,16345,16344,131,209
2,16347,10315,105,65
2,16347,16346,105,65
2,16347,15942,100,66
2,16347,15943,100,66
2,2522,16191,186,154
2,2522,16192,186,154
2,2522,16088,183,145
2,2522,16089,183,145
2,16352,11156,117,201
2,16352,16351,117,201
2,16358,5366,184,205
2,16358,16357,184,205
2,16358,16057,180,210
2,16358,16058,180,210
2,16360,10534,169,170
2,16360,16359,169,170
2,16367,16366,152,78
2,16367,16370,152,78
2,16367,16080,161,65
2,16367,16081,161,65
2,2552,15610,193,136
2,2552,15613,193,136
2,2552,15618,191,135
2,2552,15621,191,135
2,16369,5285,136,165
2,16369,6796,136,165
2,16369,16368,136,165
2,16369,4750,136,165
2,16369,15910,136,165
2,16369,15911,136,165
2,16374,10798,128,87
2,16374,16373,128,87
2,16374,15759,122,91
2,16374,15760,122,91
2,2572,14186,81,181
2,2572,14189,81,181
2,16377,7032,92,21
2,16377,16376,92,21
2,16377,16157,92,20
2,16377,16158,92,20
2,16379,5499,94,134
2,16379,10275,94,134
2,16379,16378,94,134
2,16379,15125,93,133
2,16379,15128,93,133
2,2583,16365,155,80
2,2583,16366,155,80
2,16381,5114,192,222
2,16381,16380,192,222
2,16384,7052,80,109
2,16384,16383,80,109
2,16384,15501,78,110
2,16384,15504,78,110
2,16391,16582,178,22
2,16391,16390,178,22
2,16394,3527,129,160
2,16394,16393,129,160
2,16394,15962,129,160
2,16394,15963,129,160
2,16403,6935,150,30
2,16403,16402,150,30
2,16407,7077,168,157
2,16407,16406,168,157
2,16407,16085,170,153
2,16407,16086,170,153
2,16410,8983,190,9
2,16410,16409,190,9
2,16415,4837,152,193
2,16415,16414,152,193
2,16415,15835,151,196
2,16415,15836,151,196
2,16417,10320,119,166
2,16417,16416,119,166
2,16417,14852,115,164
2,16417,14855,115,164
2,16419,10702,128,164
2,16419,16418,128,164
2,16419,14833,122,166
2,16419,14839,122,166
2,16422,9880,59,16
2,16422,16421,59,16
2,16422,13732,56,15
2,16428,10403,217,136
2,16428,16427,217,136
2,16431,5673,101,139
2,16431,16430,101,139
2,16431,16202,98,138
2,16431,16203,98,138
2,16433,11186,73,169
2,16433,16432,73,169
2,2655,15499,79,111
2,2655,15501,79,111
2,16435,5118,55,163
2,16435,16434,55,163
2,16435,16989,55,164
2,16435,15706,55,164
2,16435,15712,55,164
2,16440,10629,195,113
2,16440,16439,195,113
2,16440,16265,208,119
2,16440,16266,208,119
2,16443,17091,134,105
2,16443,5632,134,105
2,16443,16442,134,105
2,2669,14428,95,179
2,2669,14434,95,179
2,2669,14208,94,178
2,2669,14211,94,178
2,16447,8952,163,155
2,16447,16446,163,155
2,16447,16338,160,155
2,16449,10726,76,17
2,16449,16448,76,17
2,16449,15818,75,16
2,16449,15819,75,16
2,16451,11330,118,20
2,16451,16450,118,20
2,16454,7083,54,184
2,16454,10324,54,184
2,16454,16453,54,184
2,16456,4748,38,0
2,16456,16455,38,0
2,2684,16106,106,214
2,2684,16107,106,214
2,2687,15984,84,72
2,2687,15985,84,72
2,2687,16199,84,65
2,2687,16200,84,65
2,16462,16971,197,135
2,16462,16461,197,135
2,16464,11030,155,212
2,16464,16463,155,212
2,16464,15837,151,202
2,16464,15838,151,202
2,16466,10645,110,185
2,16466,11108,110,185
2,16466,16465,110,185
2,16466,15092,110,184
2,16466,15096,110,184
2,2700,16319,164,219
2,2700,16320,164,219
2,2701,16070,112,18
2,2701,16051,111,17
2,2701,16052,111,17
2,16469,2897,210,217
2,16469,16468,210,217
2,16469,16238,209,213
2,16469,16239,209,213
2,16472,9989,186,212
2,16472,16471,186,212
2,16472,16356,184,205
2,16472,16357,184,205
2,2720,16016,205,105
2,2720,16017,205,105
2,2720,16229,202,112
2,2720,16230,202,112
2,16474,5183,90,79
2,16474,16473,90,79
2,16477,11103,205,25
2,16477,16476,205,25
2,16479,16595,163,168
2,16479,16478,163,168
2,16479,14670,161,169
2,16479,14676,161,169
2,2739,13728,57,9
2,2739,13732,57,9
2,2740,15924,66,18
2,2740,15925,66,18
2,2740,14494,66,18
2,2740,14497,66,18
2,16481,16572,199,78
2,16481,16480,199,78
2,16481,16246,193,80
2,16481,16247,193,80
2,2751,15748,214,91
2,2751,15749,214,91
2,16483,14399,77,215
2,16483,16482,77,215
2,2760,16355,186,203
2,2760,16356,186,203
2,16485,5841,181,10
2,16485,16484,181,10
2,16485,16122,169,6
2,16485,16123,169,6
2,16487,16486,125,80
2,16487,16599,125,80
2,16490,17422,36,12
2,16490,16489,36,12
2,16490,15717,36,13
2,16490,15719,36,13
2,16493,8866,81,5
2,16493,16492,81,5
2,16493,3014,80,7
2,16493,15805,80,7
2,2781,6865,48,151
2,2781,14416,48,151
2,16498,10774,208,190
2,16498,16497,208,190
2,16500,17507,141,219
2,16500,10128,141,219
2,16500,16499,141,219
2,2792,14555,35,38
2,2792,14558,35,38
2,2792,3536,35,38
2,2792,14558,35,38
2,2792,14563,35,38
2,16504,10122,200,129
2,16504,16503,200,129
2,16504,16112,199,129
2,16504,16113,199,129
2,2806,16216,182,108
2,2806,16217,182,108
2,16506,10845,121,144
2,16506,16505,121,144
2,16508,4900,83,17
2,16508,16507,83,17
2,16510,4908,107,6
2,16510,16509,107,6
2,16512,2897,210,220
2,16512,16511,210,220
2,16514,10017,159,78
2,16514,10771,159,78
2,16514,16513,159,78
2,16514,16364,156,80
2,16514,16365,156,80
2,16516,11325,119,130
2,16516,16515,119,130
2,16516,14967,119,127
2,16516,14974,119,127
2,2843,16030,121,22
2,2843,16031,121,22
2,16519,10935,177,202
2,16519,16518,177,202
2,16523,10745,163,166
2,16523,16522,163,166
2,16525,5489,102,11
2,16525,16524,102,11
2,16529,10145,81,55
2,16529,16528,81,55
2,16533,10568,219,117
2,16533,16532,219,117
2,2864,16181,189,100
2,2864,16182,189,100
2,16537,11226,84,209
2,16537,16536,84,209
2,16539,10557,46,152
2,16539,16538,46,152
2,16539,13831,46,151
2,16539,13837,46,151
2,2871,15461,139,183
2,2871,15468,139,183
2,16541,5619,184,134
2,16541,16540,184,134
2,16541,15919,184,133
2,16541,15920,184,133
2,16544,11343,55,36
2,16544,16543,55,36
2,2879,14544,56,170
2,2879,14548,56,170
2,2879,15783,56,170
2,2879,14548,56,170
2,16546,11182,139,210
2,16546,16545,139,210
2,16546,15840,140,208
2,16550,10786,201,114
2,16550,16549,201,114
2,16554,16863,220,132
2,16554,16553,220,132
2,16554,16425,217,135
2,16554,16426,217,135
2,2886,15781,141,180
2,2886,15170,140,180
2,2886,15178,140,180
2,16558,5226,152,20
2,16558,16557,152,20
2,2897,16511,210,220
2,2897,16468,210,217
2,16563,6874,191,149
2,16563,16562,191,149
2,16563,16077,189,145
2,2914,16200,84,65
2,16568,4988,103,12
2,16568,5473,103,12
2,16568,16567,103,12
2,16572,4955,201,75
2,16572,16571,201,75
2,16572,16480,199,78
2,16575,10290,125,175
2,16575,16574,125,175
2,16579,3534,172,16
2,16579,16578,172,16
2,16579,15958,171,13
2,16579,15959,171,13
2,16582,17511,179,23
2,16582,16581,179,23
2,16582,16390,178,22
2,2947,16258,220,110
2,2947,16259,220,110
2,2947,16261,218,111
2,2947,16262,218,111
2,16585,10981,98,151
2,16585,16584,98,151
2,16585,14121,100,147
2,16585,14126,100,147
2,2950,13879,90,47
2,2950,13883,90,47
2,2950,16527,89,49
2,2950,16528,89,49
2,16589,5135,191,109
2,16589,16588,191,109
2,16589,16587,193,111
2,16589,16588,193,111
2,16593,11154,145,185
2,16593,16592,145,185
2,16595,16594,164,166
2,16595,16478,163,168
2,2966,15661,68,205
2,2966,15665,68,205
2,16598,10210,42,67
2,16598,16597,42,67
2,16601,11050,117,82
2,16601,16600,117,82
2,16603,10437,151,4
2,16603,16602,151,4
2,2972,17157,118,200
2,2972,16349,118,200
2,2972,16350,118,200
2,16605,17020,200,134
2,16605,16604,200,134
2,16607,10430,185,102
2,16607,16606,185,102
2,16607,16217,180,107
2,16609,10386,96,123
2,16609,16608,96,123
2,16609,15810,97,120
2,16609,15811,97,120
2,2985,15594,193,202
2,2985,15597,193,202
2,2987,16164,173,135
2,2987,16165,173,135
2,2987,15952,171,133
2,2987,15953,171,133
2,2993,16007,105,78
2,16612,10978,60,54
2,16612,16611,60,54
2,16614,10930,56,185
2,16614,16613,56,185
2,16614,14233,56,184
2,16614,14236,56,184
2,3004,14795,65,125
2,3004,14799,65,125
2,3005,16094,207,131
2,3005,16095,207,131
2,16616,10953,176,208
2,16616,16615,176,208
2,3014,15805,80,7
2,3017,16321,161,222
2,3017,16252,160,222
2,3017,16253,160,222
2,16620,10304,109,61
2,16620,16619,109,61
2,16623,10402,174,220
2,16623,16622,174,220
2,16623,16061,173,220
2,16623,16062,173,220
2,16625,10606,165,134
2,16625,16624,165,134
2,16625,15954,167,127
2,16628,10036,173,171
2,16628,16627,173,171
2,16631,10432,172,65
2,16631,16630,172,65
2,16634,17447,161,219
2,16634,16633,161,219
2,3044,16294,204,131
2,3044,16295,204,131
2,3044,4937,204,131
2,3044,16295,204,131
2,16637,4935,177,38
2,16637,16636,177,38
2,16640,10734,132,147
2,16640,16639,132,147
2,16640,16277,130,143
2,3068,11245,88,37
2,3070,5924,120,36
2,3073,16423,217,135
2,3073,16424,217,135
2,3073,15967,214,131
2,3073,15968,214,131
2,3501,17076,193,41
2,3510,16113,195,129
2,3510,16114,195,129
2,3513,16399,160,36
2,3513,16400,160,36
2,3515,8832,221,132
2,3521,15888,168,107
2,3521,15889,168,107
2,3521,10649,167,102
2,3526,15518,80,28
2,3526,15522,80,28
2,3526,5191,79,28
2,3527,16393,129,160
2,3527,7000,128,161
2,3527,10831,128,161
2,3528,4835,117,189
2,3528,16298,117,189
2,3528,16299,117,189
2,3528,5811,117,189
2,3532,11007,215,110
2,3534,16578,172,16
2,3534,11026,170,17
2,3534,11176,170,17
2,3536,14558,35,38
2,3536,14563,35,38
2,3536,10041,35,38
2,3537,16089,183,145
2,3537,16090,183,145
2,3539,15637,79,85
2,3539,15641,79,85
2,3539,5483,79,84
2,4326,16361,167,82
2,4326,16362,167,82
2,4326,5953,166,85
2,4326,10989,166,85
2,4736,10738,151,160
2,4736,10783,151,160
2,4737,15734,141,22
2,4737,15735,141,22
2,4737,15735,139,21
2,4737,15736,139,21
2,4739,5939,90,79
2,4741,15969,211,129
2,4741,15970,211,129
2,4741,5527,211,130
2,4746,16363,160,81
2,4746,16364,160,81
2,4748,16455,38,0
2,4749,16033,121,22
2,4750,15910,136,165
2,4750,15911,136,165
2,4751,14392,114,175
2,4751,14877,113,176
2,4751,14880,113,176
2,4761,16244,183,75
2,4761,16245,183,75
2,4763,16412,159,191
2,4763,16413,159,191
2,4776,14500,64,18
2,4777,13743,111,175
2,4777,13747,111,175
2,4793,9852,146,10
2,4794,14104,97,137
2,4794,14106,97,137
2,4798,15986,73,68
2,4798,15987,73,68
2,4798,10715,73,69
2,4802,16124,164,2
2,4802,16125,164,2
2,4812,16111,199,129
2,4812,16112,199,129
2,4812,4828,196,133
2,4814,10798,128,87
2,4814,16372,128,87
2,4814,16373,128,87
2,4814,16177,126,85
2,4814,16178,126,85
2,4815,11231,121,166
2,4815,16035,121,166
2,4815,16036,121,166
2,4815,9937,121,166
2,4819,15468,135,184
2,4819,15473,135,184
2,4819,2871,135,184
2,4820,16095,207,130
2,4820,16096,207,130
2,4820,16097,206,129
2,4820,16098,206,129
2,4827,15798,60,212
2,4827,7198,60,212
2,4828,4869,197,134
2,4828,16460,197,134
2,4828,16461,197,134
2,4830,16096,207,129
2,4830,16097,207,129
2,4834,14846,116,164
2,4834,14850,116,164
2,4835,16298,117,189
2,4835,16299,117,189
2,4835,16299,117,189
2,4835,16300,117,189
2,4837,16414,152,193
2,4842,17501,65,30
2,4842,10194,65,30
2,4849,15780,145,179
2,4849,15781,145,179
2,4850,4857,69,185
2,4850,14452,69,185
2,4850,14456,69,185
2,4850,6931,69,185
2,4851,16041,217,136
2,4851,16042,217,136
2,4851,5897,217,136
2,4853,6841,63,31
2,4857,14452,69,185
2,4857,14456,69,185
2,4866,16163,175,136
2,4866,16164,175,136
2,4866,10175,177,128
2,4868,16350,117,200
2,4868,16351,117,200
2,4868,10513,116,200
2,4869,16460,197,134
2,4869,16461,197,134
2,4869,5138,197,135
2,4870,16184,189,16
2,4870,16185,189,16
2,4870,17517,189,16
2,4872,16121,169,6
2,4872,16122,169,6
2,4872,16123,169,6
2,4872,16124,169,6
2,4876,15536,86,35
2,4876,15540,86,35
2,4879,16162,177,135
2,4879,16163,177,135
2,4883,11119,132,89
2,4889,15968,211,129
2,4889,15969,211,129
2,4892,9007,182,14
2,4893,15473,129,181
2,4893,15068,129,180
2,4893,15071,129,180
2,4894,15712,55,164
2,4894,16434,55,164
2,4894,6789,55,164
2,4895,14680,155,168
2,4895,14682,155,168
2,4898,16389,176,22
2,4898,16390,176,22
2,4898,16332,176,18
2,4899,16072,119,199
2,4899,16073,119,199
2,4899,4957,119,199
2,4900,14474,84,18
2,4900,14477,84,18
2,4900,16507,83,17
2,4901,10388,141,209
2,4908,16509,107,6
2,4910,13692,57,145
2,4910,13696,57,145
2,4914,14382,124,177
2,4914,14385,124,177
2,4914,14385,123,177
2,4914,14388,123,177
2,4916,5841,181,11
2,4920,16110,201,130
2,4920,16111,201,130
2,4920,17107,200,133
2,4924,15750,210,94
2,4924,15751,210,94
2,4924,7148,210,93
2,4935,16636,177,38
2,4935,5734,172,39
2,4937,16295,204,131
2,4938,15981,86,82
2,4938,15982,86,82
2,4938,10984,85,81
2,4944,15608,195,135
2,4944,15610,195,135
2,4944,16114,193,133
2,4944,16115,193,133
2,4955,16571,201,75
2,4955,11006,201,74
2,4960,15930,77,167
2,4960,15931,77,167
2,4960,9998,77,167
2,4963,14715,38,21
2,4963,14719,38,21
2,4966,15929,77,167
2,4966,15930,77,167
2,4988,5473,103,12
2,4988,16567,103,12
2,4990,16272,66,108
2,4990,14701,66,109
2,4990,14705,66,109
2,4995,14682,154,168
2,4995,14686,154,168
2,4995,15779,153,170
2,4995,15780,153,170
2,4998,15624,190,135
2,4998,15626,190,135
2,4998,16308,187,137
2,4998,16309,187,137
2,5000,15820,69,18
2,5001,15552,90,28
2,5001,15554,90,28
2,5001,15549,90,29
2,5001,15552,90,29
2,5003,14481,73,20
2,5003,14486,73,20
2,5003,15819,74,18
2,5003,15820,74,18
2,5022,11240,203,69
2,5045,5827,210,62
2,5055,17366,134,106
2,5055,16441,134,106
2,5055,16442,134,106
2,5055,9596,134,105
2,5061,11207,202,134
2,5076,13980,57,19
2,5076,13983,57,19
2,5076,10723,57,19
2,5085,15902,105,20
2,5085,15903,105,20
2,5085,16053,103,15
2,5085,16054,103,15
2,5089,15494,80,111
2,5089,15499,80,111
2,5090,16280,131,17
2,5090,16281,131,17
2,5090,17388,131,17
2,5094,16120,169,7
2,5094,16121,169,7
2,5097,16093,207,131
2,5097,16094,207,131
2,5097,10010,207,132
2,5107,16388,168,21
2,5107,16389,168,21
2,5107,5877,167,20
2,5111,10560,195,150
2,5113,16266,205,128
2,5113,16267,205,128
2,5114,16380,192,222
2,5116,11148,119,201
2,5117,15801,82,12
2,5117,15802,82,12
2,5118,16434,55,163
2,5125,13904,66,27
2,5125,13907,66,27
2,5132,5458,98,137
2,5132,16203,98,137
2,5132,5458,98,136
2,5133,15581,68,132
2,5135,16588,191,109
2,5138,5674,196,136
2,5139,16426,218,136
2,5139,16427,218,136
2,5153,16398,159,41
2,5153,16399,159,41
2,5153,9974,157,42
2,5155,16032,121,22
2,5155,16033,121,22
2,5160,11271,117,177
2,5163,15031,46,184
2,5163,15032,46,184
2,5166,5471,112,98
2,5166,15762,112,98
2,5166,15763,112,98
2,5183,16473,90,79
2,5184,13949,68,214
2,5184,13952,68,214
2,5185,8852,154,20
2,5191,10380,79,26
2,5198,16173,143,66
2,5198,16174,143,66
2,5198,5405,143,64
2,5200,14510,43,24
2,5200,14514,43,24
2,5202,14992,43,153
2,5202,14998,43,153
2,5202,14998,43,153
2,5205,15895,37,15
2,5205,15896,37,15
2,5209,16314,200,70
2,5209,16315,200,70
2,5211,15522,80,29
2,5213,15879,52,122
2,5213,15880,52,122
2,5213,10071,52,122
2,5219,13932,59,38
2,5221,15991,100,189
2,5221,15992,100,189
2,5221,10028,100,189
2,5222,10660,46,97
2,5222,14150,46,97
2,5222,14154,46,97
2,5222,10321,47,96
2,5226,16557,152,20
2,5226,15729,150,21
2,5226,15730,150,21
2,5228,14676,157,169
2,5228,14680,157,169
2,5260,6935,150,30
2,5273,10805,124,55
2,5276,15574,71,214
2,5278,15830,162,120
2,5278,15831,162,120
2,5280,10361,104,196
2,5281,14686,154,168
2,5281,14689,154,168
2,5284,14974,118,126
2,5284,14978,118,126
2,5285,6796,136,165
2,5285,16368,136,165
2,5289,13911,64,30
2,5289,13914,64,30
2,5292,5675,214,17
2,5299,11307,63,31
2,5299,13920,63,31
2,5299,13923,63,31
2,5300,5639,158,35
2,5302,16104,203,131
2,5303,5332,174,170
2,5303,15849,174,170
2,5305,15786,73,153
2,5305,15787,73,153
2,5305,10616,73,153
2,5330,10999,218,26
2,5330,16475,218,26
2,5332,15849,174,170
2,5332,11282,174,169
2,5334,14689,154,167
2,5334,15778,152,168
2,5334,15779,152,168
2,5338,10658,133,37
2,5342,16000,121,48
2,5342,16001,121,48
2,5366,16357,184,205
2,5369,16165,172,136
2,5369,15949,172,135
2,5372,16115,192,134
2,5374,14025,58,83
2,5374,14030,58,83
2,5374,10383,58,83
2,5377,16219,117,202
2,5377,16220,117,202
2,5377,6832,117,202
2,5379,13840,41,152
2,5382,14537,54,130
2,5384,16149,129,212
2,5384,16150,129,212
2,5387,9863,58,148
2,5387,16048,58,148
2,5389,16325,70,69
2,5389,16326,70,69
2,5390,16036,121,166
2,5390,16037,121,166
2,5394,10006,61,104
2,5396,16039,95,57
2,5403,5529,65,106
2,5403,14708,65,106
2,5405,10025,142,66
2,5406,16174,134,74
2,5406,16175,134,74
2,5408,15776,53,184
2,5422,10980,200,160
2,5425,14178,82,180
2,5425,14180,82,180
2,5428,16102,203,131
2,5428,16103,203,131
2,5431,7158,193,23
2,5438,10297,221,221
2,5439,10448,77,181
2,5439,13795,77,181
2,5439,13797,77,181
2,5440,6884,170,130
2,5458,16203,98,137
2,5459,14866,112,173
2,5459,14873,112,173
2,5461,15103,67,169
2,5464,16010,155,21
2,5464,16011,155,21
2,5467,16281,131,17
2,5468,13689,57,145
2,5468,13692,57,145
2,5471,15761,112,98
2,5471,15762,112,98
2,5471,15762,112,98
2,5471,15763,112,98
2,5473,16567,103,12
2,5474,15667,69,202
2,5474,15669,69,202
2,5476,10135,90,49
2,5478,16031,121,22
2,5478,16032,121,22
2,5480,14335,106,209
2,5480,14339,106,209
2,5481,9160,172,170
2,5481,16323,172,170
2,5481,10697,172,170
2,5482,7005,63,112
2,5482,16213,63,112
2,5482,16214,63,112
2,5482,10583,63,112
2,5483,8954,79,84
2,5489,16054,103,15
2,5489,16524,102,11
2,5494,16220,117,203
2,5498,6900,100,182
2,5498,14423,100,182
2,5498,14428,100,182
2,5499,10275,94,134
2,5499,16378,94,134
2,5503,15772,92,190
2,5503,15773,92,190
2,5503,11066,92,190
2,5504,15950,171,134
2,5504,15951,171,134
2,5507,16360,169,170
2,5517,16353,188,202
2,5517,16354,188,202
2,5519,15831,158,116
2,5519,15832,158,116
2,5519,6803,158,116
2,5524,16192,183,155
2,5524,7046,182,156
2,5528,16141,112,193
2,5528,16142,112,193
2,5528,16142,112,193
2,5529,14708,65,106
2,5530,16311,60,194
2,5530,16312,60,194
2,5531,10223,181,133
2,5531,15922,181,133
2,5532,15565,61,131
2,5532,15568,61,131
2,5538,16452,56,184
2,5538,16453,56,184
2,5540,15911,136,165
2,5540,15912,136,165
2,5545,14370,68,219
2,5547,15699,57,153
2,5547,15702,57,153
2,5563,16354,187,203
2,5563,16355,187,203
2,5565,14662,169,170
2,5565,14665,169,170
2,5579,13914,63,31
2,5579,13917,63,31
2,5581,10567,203,112
2,5582,15851,122,33
2,5582,15852,122,33
2,5584,16566,103,12
2,5584,16567,103,12
2,5601,10510,93,209
2,5605,17449,203,8
2,5613,10512,93,175
2,5613,15044,93,175
2,5613,15049,93,175
2,5614,15842,76,14
2,5614,10996,76,14
2,5619,16540,184,134
2,5619,15920,182,134
2,5619,15921,182,134
2,5621,15751,209,94
2,5621,15752,209,94
2,5622,16073,119,199
2,5630,6993,214,13
2,5632,16442,134,105
2,5632,10764,135,105
2,5635,16307,187,138
2,5635,16308,187,138
2,5636,10001,134,183
2,5636,10168,134,183
2,5641,16103,203,131
2,5641,16104,203,131
2,5641,16288,203,129
2,5644,14010,36,28
2,5644,5642,36,28
2,5646,15121,90,134
2,5646,15125,90,134
2,5647,13809,72,197
2,5647,13814,72,197
2,5652,16190,193,166
2,5652,16191,193,166
2,5672,10836,201,152
2,5673,16430,101,139
2,5675,11024,214,18
2,5677,15628,186,132
2,5677,15631,186,132
2,5678,10850,131,17
2,5682,13994,47,27
2,5682,13999,47,27
2,5686,16014,217,102
2,5686,16015,217,102
2,5706,11112,192,32
2,5734,11084,166,32
2,5759,16635,186,43
2,5759,16636,186,43
2,5760,13725,57,9
2,5760,13728,57,9
2,5774,16300,116,189
2,5775,13898,68,27
2,5775,13904,68,27
2,5776,15903,100,21
2,5777,16596,42,67
2,5777,16597,42,67
2,5779,15052,93,175
2,5779,15723,93,175
2,5779,15726,93,175
2,5809,15898,106,21
2,5809,15899,106,21
2,5831,16283,91,67
2,5831,16284,91,67
2,5831,10602,91,67
2,5835,16222,110,165
2,5835,13937,110,165
2,5835,13940,110,165
2,5838,15882,68,151
2,5838,15883,68,151
2,5841,16484,181,10
2,5844,15878,52,122
2,5844,15879,52,122
2,5870,16026,40,14
2,5870,11141,40,14
2,5871,11155,199,99
2,5871,16017,199,99
2,5873,15868,127,115
2,5873,15869,127,115
2,5892,14573,41,47
