Frame,Contour ID,Length
1,12974,6.137
1,12977,0.279
1,12979,9.404
1,12982,1.987
1,12983,3.298
1,12985,1.026
1,12987,4.652
1,12991,0.220
1,12993,1.159
1,12995,0.754
1,12997,4.384
1,12999,1.139
1,13003,8.813
1,13005,0.069
1,13006,1.475
1,13007,0.102
1,13010,0.224
1,13012,0.103
1,13016,1.194
1,13017,0.100
1,13021,10.048
1,13025,1.881
1,13029,2.879
1,13030,0.241
1,13031,4.793
1,13033,7.048
1,13038,9.983
1,13041,0.218
1,13045,3.233
1,13048,1.661
1,13050,0.556
1,13051,2.146
1,13053,0.437
1,13055,39.726
1,13065,0.595
1,13068,0.111
1,13070,0.101
1,13072,11.533
1,13074,10.446
1,13078,0.186
1,13079,0.079
1,13083,0.226
1,13085,13.186
1,13088,3.899
1,13093,6.592
1,13095,0.351
1,13097,1.624
1,13099,4.744
1,13100,0.669
1,13102,0.487
1,13103,2.843
1,13105,1.028
1,13195,5.347
1,13198,3.424
1,13200,5.969
1,13202,0.108
1,13204,1.785
1,13206,0.393
1,13207,0.080
1,13209,0.161
1,13213,0.108
1,13215,0.109
1,13218,0.215
1,13219,1.253
1,13221,1.429
1,13223,2.161
1,13224,0.320
1,13226,0.557
1,13227,3.796
1,13229,1.671
1,13231,3.170
1,13233,6.520
1,13235,2.520
1,13237,0.149
1,13241,1.237
1,13243,1.583
1,13245,1.031
1,13247,6.968
1,13248,0.386
1,13250,11.419
1,13253,8.222
1,13255,1.715
1,13256,6.570
1,13258,2.280
1,13259,1.725
1,13262,0.781
1,13267,0.119
1,13272,0.106
1,13273,10.771
1,13275,2.106
1,13277,3.074
1,13279,2.415
1,13281,1.869
1,13283,4.674
1,13285,0.086
1,13289,0.223
1,13290,4.202
1,13293,9.753
1,13298,2.191
1,13302,6.262
1,13305,0.886
1,13306,7.713
1,13308,3.453
1,13311,9.282
1,13315,5.538
1,13319,5.096
1,13320,1.123
1,13322,0.067
1,13324,10.125
1,13329,4.266
1,13332,2.934
1,13334,0.306
1,13336,3.210
1,13338,17.413
1,13344,0.218
1,13348,1.293
1,13350,0.625
1,13352,0.216
1,13354,2.936
1,13356,1.875
1,13357,6.530
1,13358,1.170
1,13360,7.153
1,13363,0.408
1,13365,4.941
1,13367,1.380
1,13369,0.093
1,13374,0.160
1,13375,0.089
1,13376,0.303
1,13377,0.542
1,13378,2.383
1,13379,3.013
1,13381,0.772
1,13384,2.587
1,13386,0.160
1,13388,0.083
1,13391,0.198
1,13393,0.074
1,13398,0.195
1,13400,0.074
1,13403,3.672
1,13407,2.817
1,13409,0.102
1,13411,0.166
1,13413,0.927
1,13417,8.165
1,13420,5.216
1,13421,3.741
1,13423,5.383
1,13425,1.733
1,13427,7.368
1,13430,0.078
1,13431,0.090
1,13433,0.221
1,13435,0.327
1,13437,8.989
1,13439,6.803
1,13441,2.363
1,13443,1.010
1,13445,2.982
1,13447,0.780
1,13449,0.150
1,13450,8.407
1,13452,3.471
1,13456,0.202
1,13458,0.077
1,13460,0.092
1,13464,16.734
1,13468,2.396
1,13469,13.681
1,13473,4.021
1,13475,1.192
1,13477,0.419
1,13481,0.274
1,13482,0.081
1,13486,5.024
1,13488,3.450
1,13491,1.240
1,13493,2.592
1,13495,5.761
1,13496,3.082
1,13498,5.611
1,13500,2.463
1,13502,14.962
1,13506,1.505
1,13508,3.108
1,13510,0.437
1,13512,1.360
1,13513,0.240
1,13515,0.086
1,13518,19.915
1,13523,1.193
1,13524,12.137
1,13530,5.731
1,13533,0.063
1,13535,0.088
1,13537,0.084
1,13540,5.927
1,13542,1.233
1,13543,1.105
1,13544,0.448
1,13546,0.224
1,13548,2.992
1,13552,0.741
1,13554,11.707
1,13558,1.730
1,13559,4.294
1,13561,0.217
1,13562,1.404
1,13564,0.221
1,13566,5.213
1,13567,0.087
1,13569,1.055
1,13570,0.173
1,13572,0.103
1,13573,0.173
1,13575,4.133
1,13576,10.686
1,13577,3.938
1,13578,3.341
1,13579,10.979
1,13581,0.104
1,13582,7.702
1,13583,12.709
1,13584,5.499
1,13586,1.882
1,13587,0.131
1,13588,2.167
1,13589,0.437
1,13590,1.038
1,13591,0.114
1,13593,6.508
1,13594,0.100
1,13596,1.477
1,13597,0.940
1,13598,5.907
1,13599,1.085
1,13601,0.108
1,13602,0.109
1,13603,0.546
1,13604,6.866
1,13605,1.139
1,13606,7.493
1,13607,1.023
1,13609,0.108
1,13610,0.107
1,13611,0.447
1,13613,0.996
1,13615,0.219
1,13616,10.314
1,13617,4.610
1,13618,0.919
1,13619,12.329
1,13620,1.332
1,13622,0.109
1,13623,0.202
1,13624,5.010
1,13625,3.412
1,13626,8.012
1,13628,0.205
1,13629,0.067
1,13630,0.781
1,13631,0.471
1,13632,0.436
1,13633,2.994
1,13635,1.547
1,13637,5.475
1,13638,0.554
1,13639,4.515
1,13640,0.085
1,13641,0.083
1,13643,0.107
1,13644,0.117
1,13645,12.992
1,13647,2.374
1,13648,3.942
1,13650,21.979
1,13657,0.102
1,13659,0.182
1,13661,5.029
1,13666,5.678
1,13668,4.141
1,13673,0.102
1,13675,0.175
1,13676,1.959
1,13678,3.588
1,13680,0.193
1,13681,1.918
1,13683,0.102
1,13685,0.217
1,13687,0.108
1,13689,0.224
1,13691,3.268
1,13694,1.237
1,13695,4.121
1,13698,3.069
1,13701,4.127
1,13706,9.219
1,13707,0.825
1,13708,0.055
1,13709,0.106
1,13711,0.104
1,13713,0.179
1,13717,2.696
1,13723,4.830
1,13726,0.941
1,13729,1.077
1,13731,0.628
1,13734,0.206
1,13737,0.220
1,13739,4.057
1,13745,1.316
1,13748,0.105
1,13753,4.804
1,13758,3.648
1,13765,0.217
1,13767,0.108
1,13771,1.301
1,13773,0.067
1,13778,0.284
1,13780,5.037
1,13783,4.827
1,13786,14.113
1,13793,2.297
1,13794,4.354
1,13796,1.997
1,13798,1.775
1,13803,8.871
1,13807,6.659
1,13811,11.700
1,13815,9.164
1,13818,6.046
1,13822,0.228
1,13824,0.444
1,13828,11.264
1,13833,0.079
1,13836,0.896
1,13839,7.048
1,13842,4.532
1,13847,0.218
1,13851,4.500
1,13853,8.869
1,13856,3.891
1,13859,8.867
1,13863,0.526
1,13868,2.932
1,13872,1.835
1,13876,0.431
1,13878,0.997
1,13881,8.441
1,13884,7.098
1,13886,0.107
1,13891,4.758
1,13893,0.084
1,13895,0.639
1,13897,2.814
1,13900,5.734
1,13901,0.111
1,13906,0.118
1,13909,8.952
1,13912,10.769
1,13919,8.123
1,13924,13.803
1,13929,7.384
1,13931,5.743
1,13938,0.267
1,13941,1.754
1,13942,7.793
1,13945,0.332
1,13947,7.342
1,13951,1.002
1,13954,2.541
1,13956,0.551
1,13958,7.840
1,13961,1.521
1,13966,15.043
1,13974,1.730
1,13980,0.103
1,13982,0.183
1,13988,1.597
1,13992,0.219
1,13997,5.975
1,14004,4.094
1,14007,2.862
1,14009,4.146
1,14012,7.864
1,14016,0.643
1,14021,3.211
1,14026,3.299
1,14031,0.308
1,14033,0.094
1,14036,0.091
1,14040,1.104
1,14047,3.130
1,14050,0.652
1,14052,7.739
1,14055,2.195
1,14059,1.819
1,14062,1.949
1,14064,5.063
1,14066,0.185
1,14071,8.496
1,14073,2.489
1,14076,15.856
1,14079,4.303
1,14084,0.503
1,14087,1.672
1,14089,0.100
1,14091,5.190
1,14093,2.166
1,14096,0.430
1,14098,2.061
1,14100,0.779
1,14102,0.242
1,14105,0.224
1,14110,0.108
1,14112,0.104
1,14115,0.644
1,14116,0.758
1,14118,0.731
1,14120,1.279
1,14122,0.488
1,14124,1.140
1,14127,0.457
1,14128,1.781
1,14129,0.141
1,14134,0.109
1,14136,0.101
1,14138,6.567
1,14141,3.373
1,14145,2.095
1,14149,0.109
1,14151,0.110
1,14153,6.959
1,14155,3.632
1,14158,4.968
1,14161,1.201
1,14163,0.165
1,14170,1.716
1,14172,0.791
1,14173,2.117
1,14179,4.913
1,14184,4.692
1,14187,5.519
1,14190,1.627
1,14195,7.360
1,14198,0.242
1,14204,5.257
1,14207,8.184
1,14209,0.982
1,14213,1.890
1,14216,1.743
1,14217,0.256
1,14219,0.987
1,14220,4.065
1,14225,4.391
1,14228,0.478
1,14231,4.754
1,14233,9.562
1,14235,0.156
1,14241,0.104
1,14243,7.907
1,14247,14.740
1,14253,13.562
1,14256,2.219
1,14259,6.583
1,14260,8.245
1,14263,9.131
1,14266,0.889
1,14270,1.765
1,14273,0.149
1,14278,2.029
1,14281,1.171
1,14282,1.519
1,14286,0.203
1,14288,0.067
1,14290,15.773
1,14295,14.915
1,14303,12.891
1,14308,1.424
1,14309,12.537
1,14311,5.978
1,14314,4.088
1,14316,3.794
1,14318,0.660
1,14320,0.086
1,14325,0.177
1,14327,2.024
1,14329,0.168
1,14334,0.093
1,14336,0.170
1,14341,0.145
1,14344,0.075
1,14346,0.559
1,14348,1.233
1,14352,0.107
1,14353,0.191
1,14355,1.104
1,14358,25.374
1,14362,0.069
1,14364,0.185
1,14369,0.212
1,14373,17.538
1,14378,1.967
1,14384,0.262
1,14386,1.206
1,14390,4.522
1,14393,19.092
1,14397,1.482
1,14402,0.093
1,14404,0.124
1,14409,0.191
1,14411,0.089
1,14412,2.495
1,14418,1.492
1,14424,1.338
1,14427,2.137
1,14430,1.207
1,14432,12.021
1,14436,12.321
1,14439,13.197
1,14444,0.556
1,14447,0.378
1,14450,0.108
1,14454,0.723
1,14455,1.570
1,14457,3.116
1,14459,0.983
1,14462,0.658
1,14466,16.567
1,14470,4.786
1,14473,2.894
1,14478,1.597
1,14480,2.543
1,14483,5.575
1,14488,0.215
1,14489,4.629
1,14492,0.080
1,14495,17.476
1,14501,0.271
1,14507,13.440
1,14513,0.224
1,14519,17.045
1,14529,0.329
1,14532,1.561
1,14535,0.130
1,14539,2.393
1,14542,4.483
1,14545,2.230
1,14547,2.169
1,14553,10.520
1,14556,0.071
1,14561,0.110
1,14566,7.721
1,14571,6.619
1,14574,5.060
1,14576,11.952
1,14579,13.392
1,14583,4.524
1,14586,4.307
1,14589,3.282
1,14591,3.752
1,14593,1.444
1,14596,3.542
1,14607,1.892
1,14610,2.981
1,14615,0.106
1,14617,0.801
1,14622,0.109
1,14623,7.622
1,14628,11.479
1,14633,0.225
1,14639,0.782
1,14644,0.193
1,14645,0.070
1,14650,0.118
1,14651,0.119
1,14654,0.900
1,14657,0.071
1,14661,2.268
1,14664,0.067
1,14667,0.097
1,14672,0.111
1,14674,0.104
1,14679,24.760
1,14688,0.114
1,14694,4.426
1,14697,0.073
1,14700,0.274
1,14704,0.260
1,14711,0.217
1,14713,1.028
1,14716,0.099
1,14721,0.140
1,14725,1.959
1,14730,3.922
1,14733,0.157
1,14738,0.118
1,14740,0.544
1,14743,3.783
1,14745,1.616
1,14750,0.216
1,14756,0.107
1,14759,0.108
1,14761,0.119
1,14763,2.415
1,14765,0.090
1,14768,0.760
1,14770,3.391
1,14776,0.193
1,14781,0.219
1,14787,0.191
1,14789,0.085
1,14793,0.114
1,14797,0.896
1,14800,0.106
1,14803,0.105
1,14808,2.408
1,14814,6.625
1,14817,2.600
1,14821,0.386
1,14823,0.164
1,14825,9.167
1,14830,1.670
1,14832,0.109
1,14836,3.039
1,14838,0.064
1,14841,0.188
1,14845,4.310
1,14848,4.264
1,14851,1.700
1,14857,11.073
1,14867,2.269
1,14870,0.739
1,14872,2.085
1,14875,0.067
1,14877,0.300
1,14881,12.275
1,14889,0.275
1,14892,8.453
1,14898,2.422
1,14900,0.108
1,14904,0.111
1,14909,0.095
1,14911,0.094
1,14913,0.080
1,14914,14.873
1,14920,7.589
1,14923,2.466
1,14928,3.715
1,14932,9.268
1,14936,1.464
1,14939,2.225
1,14944,0.221
1,14947,0.219
1,14953,3.698
1,14955,1.097
1,14957,1.119
1,14959,0.264
1,14962,0.385
1,14965,7.668
1,14968,0.096
1,14969,0.066
1,14972,2.104
1,14975,1.890
1,14978,0.108
1,14979,0.108
1,14984,16.147
1,14989,0.072
1,14994,1.245
1,14996,0.084
1,14999,0.957
1,15002,0.642
1,15004,0.108
1,15007,0.972
1,15012,2.559
1,15014,5.175
1,15016,0.102
1,15020,0.162
1,15024,1.668
1,15028,19.400
1,15036,0.109
1,15039,0.089
1,15041,0.247
1,15042,0.884
1,15048,5.011
1,15051,0.345
1,15054,0.458
1,15057,3.802
1,15062,4.574
1,15065,12.414
1,15072,3.636
1,15075,1.565
1,15078,14.774
1,15083,0.190
1,15086,0.068
1,15088,8.797
1,15091,6.210
1,15094,0.105
1,15097,0.224
1,15099,4.429
1,15105,0.334
1,15107,0.708
1,15109,0.119
1,15111,0.136
1,15113,0.076
1,15115,0.722
1,15119,1.969
1,15124,0.226
1,15129,6.784
1,15133,2.161
1,15136,1.468
1,15141,0.273
1,15145,0.222
1,15151,0.790
1,15153,0.319
1,15158,0.272
1,15161,0.826
1,15163,2.737
1,15168,8.915
1,15171,0.348
1,15173,14.189
1,15180,0.263
1,15185,0.271
1,15189,8.341
1,15195,0.227
1,15197,0.328
1,15199,0.401
1,15201,2.338
1,15203,4.971
1,15205,3.690
1,15207,3.322
1,15212,0.097
1,15214,0.183
1,15218,5.550
1,15221,1.998
1,15223,1.615
1,15225,1.085
1,15226,0.110
1,15229,0.106
1,15232,0.110
1,15235,0.101
1,15237,0.080
1,15238,0.092
1,15241,5.094
1,15244,1.172
1,15246,1.244
1,15248,9.524
1,15253,0.112
1,15256,0.808
1,15258,11.565
1,15263,0.265
1,15266,4.464
1,15270,0.260
1,15272,6.815
1,15275,0.127
1,15278,0.687
1,15280,1.180
1,15284,2.766
1,15289,7.098
1,15290,2.320
1,15292,1.760
1,15296,1.596
1,15300,0.245
1,15303,1.702
1,15305,0.100
1,15307,0.922
1,15310,0.198
1,15312,0.083
1,15315,17.829
1,15319,0.175
1,15324,0.108
1,15326,0.102
1,15330,3.048
1,15334,5.647
1,15338,0.090
1,15340,0.100
1,15342,0.082
1,15346,0.216
1,15350,9.434
1,15352,0.098
1,15353,0.074
1,15357,0.108
1,15358,0.105
1,15362,9.084
1,15365,0.087
1,15368,0.215
1,15372,4.705
1,15374,6.251
1,15377,0.101
1,15378,0.180
1,15381,0.225
1,15383,0.182
1,15385,8.436
1,15387,5.440
1,15389,0.164
1,15392,0.755
1,15394,0.078
1,15397,0.218
1,15401,17.907
1,15407,0.106
1,15412,0.135
1,15416,3.855
1,15418,0.050
1,15420,0.205
1,15424,0.098
1,15426,0.183
1,15430,10.117
1,15433,0.175
1,15436,7.113
1,15439,1.941
1,15441,0.090
1,15443,0.143
1,15445,0.156
1,15448,0.116
1,15450,0.221
1,15454,1.191
1,15457,0.079
1,15459,0.566
1,15462,0.077
1,15466,2.260
1,15472,0.103
1,15478,0.114
1,15481,0.101
1,15486,5.980
1,15488,0.077
1,15491,0.103
1,15496,8.915
1,15501,3.971
1,15505,0.226
1,15510,0.760
1,15515,1.461
1,15517,15.006
1,15520,0.099
1,15525,0.108
1,15529,0.230
1,15535,6.668
1,15538,0.104
1,15543,6.971
1,15546,1.268
1,15551,0.112
1,15553,0.100
1,15555,6.618
1,15560,0.784
1,15562,3.347
1,17021,4.749
1,17027,1.054
1,17031,0.893
1,17034,0.126
1,17038,1.629
1,17042,2.377
1,17045,0.127
1,17049,10.403
1,17053,5.535
1,17057,8.741
1,17059,0.126
1,17063,6.350
1,17066,0.097
1,17070,0.213
1,17075,0.098
1,17078,0.112
1,17081,0.103
1,17084,0.096
1,17088,3.867
1,17092,0.176
1,17095,6.600
1,17099,0.217
1,17103,0.080
1,17106,3.864
1,17110,0.096
1,17114,0.083
1,17117,0.824
1,17120,0.105
1,17124,0.106
1,17128,0.112
1,17131,0.116
1,17134,2.593
1,17138,0.084
1,17142,0.229
1,17145,0.854
1,17149,0.166
1,17153,0.200
1,17156,13.290
1,17160,1.899
1,17164,0.327
1,17167,0.108
1,17170,0.108
1,17174,0.112
1,17177,0.116
1,17181,0.108
1,17185,0.148
1,17189,16.011
1,17193,0.121
1,17197,5.262
1,17201,0.468
1,17205,0.469
1,17209,0.167
1,17213,0.221
1,17217,0.545
1,17221,0.313
1,17225,1.019
1,17229,0.397
1,17232,8.514
1,17237,0.280
1,17240,5.815
1,17244,0.115
1,17248,0.176
1,17252,0.498
1,17256,0.106
1,17260,2.559
1,17264,0.280
1,17268,0.140
1,17271,0.177
1,17275,0.111
1,17279,0.111
1,17283,0.241
1,17286,0.216
1,17291,0.351
1,17294,0.124
1,17296,3.430
1,17300,0.189
1,17303,0.128
1,17305,0.339
1,17308,0.144
1,17311,0.204
1,17314,4.722
1,17317,1.020
1,17320,0.093
1,17323,8.429
1,17326,31.523
1,17329,0.560
1,17332,0.222
1,17335,0.262
1,17338,1.466
1,17341,15.023
1,17344,0.103
1,17347,1.128
1,17350,6.885
1,17353,2.573
1,17356,0.236
1,17359,2.259
1,17362,0.541
1,17365,0.075
1,17368,0.101
1,17369,0.094
1,17372,0.199
1,17375,0.092
1,17378,0.064
1,17381,7.079
1,17384,3.301
1,17387,1.869
1,17390,0.197
1,17393,0.083
1,17396,0.234
1,17399,0.077
1,17402,18.722
1,17405,1.445
1,17409,0.114
1,17412,4.824
1,17415,0.227
1,17418,0.226
1,17421,0.116
1,17423,0.118
1,17425,0.068
1,17427,0.391
1,17429,1.003
1,17431,0.313
1,17433,0.312
1,17435,0.081
1,17437,0.893
1,17439,0.103
1,17441,0.217
1,17443,0.101
1,17446,0.384
1,17448,0.088
1,17450,0.098
1,17452,0.101
1,17453,5.430
1,17455,0.198
1,17457,1.012
1,17459,0.286
1,17461,0.276
1,17463,8.083
1,17465,0.364
1,17467,0.375
1,17469,0.165
1,17471,0.098
1,17473,0.132
1,17475,0.068
1,17477,0.183
1,17479,0.135
1,17481,0.537
1,17483,0.101
1,17485,0.074
1,17487,0.075
1,17490,0.216
1,17491,0.134
1,17494,0.072
1,17496,0.084
1,17498,0.095
1,17500,0.422
1,17502,0.111
1,17504,0.187
1,17506,1.495
1,17508,0.106
1,17510,0.175
1,17512,0.109
1,17514,0.105
1,17516,0.109
1,17518,0.118
1,17520,0.109
1,17522,2.003
1,17524,0.123
1,17525,0.127
1,17526,0.175
1,17527,0.038
1,17528,0.469
1,17529,3.450
1,17530,0.626
1,17531,0.212
1,17532,0.203
1,17533,0.188
1,17534,0.109
1,17535,0.114
1,17536,0.110
1,17537,1.304
1,17538,0.564
1,17539,0.096
1,17540,0.083
1,17541,0.111
1,17542,0.151
1,17543,0.502
1,17544,0.214
1,17545,0.152
1,17546,0.744
1,17547,1.055
1,17548,0.150
2,13703,10.654
2,13721,1.795
2,13738,11.519
2,13760,0.219
2,13827,5.311
2,13845,0.106
2,13935,0.223
2,13946,0.325
2,13973,0.217
2,14014,1.642
2,14039,0.101
2,14053,0.109
2,14069,24.973
2,14090,0.215
2,382,8.839
2,14101,0.722
2,14147,0.218
2,14156,3.658
2,14164,4.501
2,14175,0.225
2,14196,0.193
2,14203,5.202
2,14214,13.514
2,14313,11.518
2,14367,1.629
2,14374,0.222
2,14395,1.044
2,14404,2.246
2,14419,0.281
2,14441,0.221
2,14460,0.108
2,14504,7.325
2,14517,1.161
2,14540,1.007
2,14551,1.610
2,14600,0.090
2,14620,2.196
2,14632,0.215
2,14649,0.229
2,14692,3.605
2,14712,0.307
2,14732,1.905
2,14767,0.226
2,14785,5.345
2,14806,4.917
2,14829,0.047
2,14884,6.207
2,14897,10.470
2,14915,1.092
2,14922,0.225
2,14938,0.534
2,14988,0.108
2,15001,0.107
2,15010,7.204
2,15019,1.452
2,15035,0.191
2,15056,1.342
2,15101,0.215
2,15108,0.120
2,15142,0.198
2,15165,8.176
2,15479,1.289
2,15508,0.079
2,15527,1.608
2,15563,1.982
2,15571,0.872
2,15576,0.763
2,15582,5.711
2,15599,0.247
2,15633,1.197
2,15658,1.949
2,15672,0.118
2,612,4.088
2,15683,0.110
2,15714,0.108
2,15721,2.611
2,15728,0.223
2,15739,0.095
2,15742,0.219
2,15744,1.741
2,15746,7.956
2,15753,0.106
2,15756,0.250
2,15766,0.227
2,15768,6.996
2,15770,2.674
2,15774,0.121
2,15777,2.038
2,15782,1.262
2,15785,0.109
2,15789,0.099
2,686,8.202
2,15791,11.249
2,15793,0.217
2,697,18.488
2,699,7.107
2,15796,1.525
2,15799,0.103
2,15806,0.050
2,15813,0.104
2,15816,18.080
2,15821,2.627
2,15824,8.064
2,15827,1.147
2,15833,0.672
2,15841,2.445
2,15843,1.796
2,1050,7.489
2,15846,1.899
2,15850,0.218
2,15858,0.981
2,15863,0.195
2,15867,0.096
2,15877,0.110
2,15881,0.108
2,15884,0.194
2,15886,9.234
2,15890,1.091
2,15894,0.099
2,15897,1.079
2,15904,3.386
2,15906,11.469
2,15908,5.363
2,15915,3.213
2,1223,15.069
2,15918,6.352
2,15923,0.226
2,15928,7.248
2,15932,0.106
2,15935,3.467
2,15938,8.557
2,15940,0.220
2,15948,0.111
2,15955,5.214
2,15961,0.277
2,15964,2.242
2,15971,0.232
2,15973,2.594
2,15976,0.111
2,15980,13.624
2,15988,3.907
2,1290,15.939
2,15994,0.204
2,1294,2.439
2,15998,4.859
2,16002,3.598
2,16005,0.111
2,16008,8.594
2,1330,1.434
2,16013,1.302
2,16018,0.632
2,1343,1.921
2,16023,5.475
2,16027,8.033
2,16034,0.178
2,16038,0.110
2,16040,21.055
2,16044,0.853
2,16047,0.290
2,16049,0.117
2,16055,1.467
2,16063,1.308
2,16069,1.309
2,16071,1.712
2,16074,0.111
2,1410,5.202
2,1412,2.746
2,16076,0.217
2,16078,3.495
2,1420,9.998
2,1421,2.381
2,1423,1.268
2,16084,4.381
2,16092,0.108
2,1441,0.073
2,16105,0.638
2,16108,0.238
2,16116,1.507
2,1456,2.428
2,1457,2.241
2,1459,1.675
2,16119,2.065
2,16126,4.094
2,16128,0.250
2,1475,0.751
2,16130,0.215
2,16133,3.489
2,16138,4.076
2,16143,0.189
2,16148,1.366
2,1487,1.370
2,16151,0.197
2,16154,1.079
2,16156,0.218
2,16161,1.097
2,16166,2.380
2,16168,3.381
2,16170,4.434
2,16179,0.259
2,1506,4.331
2,16183,5.027
2,16187,1.940
2,16193,12.050
2,16195,4.911
2,16198,1.801
2,16201,0.084
2,16204,0.246
2,2139,0.501
2,16207,0.218
2,16209,5.318
2,16211,6.523
2,2155,18.642
2,16215,0.103
2,16218,11.105
2,16221,0.232
2,2362,5.352
2,16223,5.983
2,16231,1.244
2,16235,4.024
2,16242,0.113
2,16249,7.747
2,16251,9.072
2,16254,0.279
2,16256,2.337
2,16268,1.190
2,16273,0.180
2,16275,0.673
2,16278,6.232
2,16282,0.260
2,16286,6.618
2,16289,1.476
2,16293,10.064
2,2449,11.569
2,16296,0.143
2,16301,0.262
2,16303,0.216
2,16306,0.200
2,16310,2.958
2,16313,0.183
2,16316,0.286
2,16322,0.129
2,16324,2.925
2,16327,0.188
2,16333,2.298
2,16335,0.148
2,16339,6.166
2,2506,14.800
2,16341,0.227
2,2514,5.883
2,16345,0.194
2,16347,6.505
2,2522,8.925
2,16352,0.386
2,16358,7.419
2,16360,0.679
2,16367,15.803
2,2552,1.537
2,16369,0.089
2,16374,6.712
2,2572,0.469
2,16377,0.681
2,16379,1.451
2,2583,12.770
2,16381,0.104
2,16384,2.352
2,16391,0.970
2,16394,0.484
2,16403,3.535
2,16407,5.273
2,16410,1.008
2,16415,3.716
2,16417,5.394
2,16419,6.278
2,16422,3.037
2,16428,0.551
2,16431,2.832
2,2652,9.508
2,16433,0.112
2,2655,6.016
2,16435,0.067
2,16440,16.510
2,16443,0.108
2,2669,1.856
2,16447,3.176
2,16449,1.934
2,2678,8.925
2,16451,0.219
2,16454,0.197
2,16456,2.722
2,2684,0.493
2,2687,7.591
2,16462,0.157
2,16464,11.287
2,16466,0.882
2,2700,13.582
2,2701,1.655
2,16469,4.376
2,16472,7.785
2,2720,8.712
2,16474,0.239
2,16477,0.110
2,16479,1.636
2,2739,4.123
2,2740,0.746
2,16481,6.448
2,2751,8.264
2,16483,0.169
2,2760,6.823
2,16485,13.116
2,2772,0.762
2,16487,6.418
2,16490,0.721
2,16493,3.198
2,2781,0.374
2,16498,0.103
2,16500,0.251
2,2792,0.222
2,16504,0.972
2,2806,17.842
2,16506,0.227
2,16508,6.791
2,16510,6.362
2,16512,4.968
2,16514,3.680
2,16516,2.667
2,2843,0.354
2,16519,0.110
2,16523,0.231
2,16525,0.758
2,16529,0.107
2,16533,0.196
2,2864,2.436
2,16537,0.101
2,16539,0.452
2,2871,4.220
2,16541,0.617
2,16544,0.185
2,2879,0.131
2,16546,2.208
2,16550,0.092
2,16554,4.717
2,2886,1.471
2,16558,4.513
2,2897,3.243
2,16563,4.019
2,2914,6.261
2,16568,0.205
2,16572,3.254
2,16575,0.111
2,16579,3.426
2,16582,1.445
2,2947,7.311
2,16585,3.830
2,2950,3.071
2,16589,2.720
2,16593,0.118
2,16595,2.363
2,2966,6.727
2,16598,0.191
2,16601,0.094
2,16603,0.222
2,2972,1.751
2,16605,0.459
2,16607,7.553
2,16609,3.078
2,2985,4.226
2,2987,2.507
2,2993,7.686
2,16612,0.204
2,16614,0.966
2,3004,0.598
2,3005,1.067
2,16616,0.110
2,3014,5.226
2,3017,1.567
2,16620,0.106
2,16623,0.283
2,16625,7.714
2,16628,0.559
2,16631,0.104
2,16634,0.097
2,3044,0.304
2,16637,5.899
2,16640,4.776
2,3068,0.222
2,3070,6.974
2,3073,4.474
2,3501,8.038
2,3510,12.153
2,3513,3.222
2,3515,0.106
2,3521,5.987
2,3526,1.140
2,3527,1.149
2,3528,0.091
2,3532,0.224
2,3534,1.966
2,3536,0.118
2,3537,0.498
2,3539,0.888
2,4326,4.020
2,4736,0.097
2,4737,2.529
2,4739,0.207
2,4741,0.362
2,4746,4.459
2,4748,0.512
2,4749,0.236
2,4750,0.233
2,4751,1.451
2,4761,13.666
2,4763,4.214
2,4776,10.241
2,4777,0.296
2,4793,0.282
2,4794,0.533
2,4798,0.848
2,4802,2.419
2,4812,5.305
2,4814,3.281
2,4815,0.103
2,4819,0.151
2,4820,1.277
2,4826,5.716
2,4827,0.080
2,4828,1.086
2,4830,3.332
2,4833,2.352
2,4834,0.361
2,4835,0.224
2,4837,4.673
2,4842,0.244
2,4849,2.620
2,4850,0.118
2,4851,0.259
2,4853,0.221
2,4857,0.248
2,4866,8.525
2,4868,1.096
2,4869,0.059
2,4870,0.140
2,4872,0.231
2,4876,1.893
2,4879,5.511
2,4883,0.228
2,4889,5.313
2,4890,0.835
2,4892,0.572
2,4893,1.211
2,4894,0.228
2,4895,0.531
2,4898,4.724
2,4899,0.126
2,4900,1.630
2,4901,0.248
2,4908,3.422
2,4910,0.382
2,4914,1.853
2,4916,0.655
2,4920,3.094
2,4921,1.802
2,4924,0.713
2,4935,5.627
2,4937,0.251
2,4938,0.808
2,4944,2.499
2,4952,9.460
2,4955,0.768
2,4957,0.184
2,4960,0.202
2,4963,0.627
2,4966,0.267
2,4987,11.616
2,4988,0.457
2,4990,1.031
2,4995,2.959
2,4998,3.806
2,5000,2.245
2,5001,0.230
2,5003,1.711
2,5022,0.217
2,5045,2.812
2,5054,7.446
2,5055,0.064
2,5061,0.102
2,5075,14.836
2,5076,0.254
2,5085,4.882
2,5089,0.757
2,5090,0.136
2,5094,0.824
2,5097,0.540
2,5107,0.886
2,5111,0.113
2,5113,3.550
2,5114,1.132
2,5116,0.102
2,5117,0.541
2,5118,0.281
2,5125,2.266
2,5130,1.133
2,5132,0.130
2,5133,0.327
2,5135,2.762
2,5138,1.318
2,5139,0.412
2,5153,2.289
2,5155,0.108
2,5160,0.115
2,5163,0.224
2,5166,0.610
2,5182,15.827
2,5183,0.124
2,5184,0.338
2,5185,0.108
2,5191,1.739
